Name	Date	B	B Error	V	V Error	R	R Error	I	I Error	RadioFlux	RadioFlux Error	RadioFreq
SS Cyg	54215.5026861	0	0	8.85918451446	0.0	0	0	0	0	0.0937096156528	0.0	8.6
SS Cyg	54216.7689946	0	0	8.4476781174	0.0	0	0	0	0	1.16073573364	0.0	8.6
SS Cyg	54218.6876439	0	0	8.46314722715	0.0	0	0	0	0	0.286050790205	0.0	8.6
SS Cyg	54224.3668457	0	0	8.91321964446	0.0	0	0	0	0	0.258263295459	0.0	8.6
SS Cyg	54225.4796623	0	0	9.02763080632	0.0	0	0	0	0	0.2382142763	0.0	8.6
SS Cyg	54226.6308519	0	0	9.24486226562	0.0	0	0	0	0	0.218184016375	0.0	8.6
SS Cyg	54227.5134305	0	0	9.69851460169	0.0	0	0	0	0	0.157961817385	0.0	8.6
SS Cyg	54230.5448964	0	0	10.7734378557	0.0	0	0	0	0	0.140162046735	0.0	8.6
