Name	Date	B	B Error	V	V Error	R	R Error	I	I Error	RadioFlux	RadioFlux Error	RadioFreq
SN 2008ax	4.07539296587	0	0	15.97	0.07	0	0	0	0	4.64158883361	0.0	8.46
SN 2008ax	10.2469170449	0	0	14.56	0.05	0	0	0	0	2.6320240607	0.0	8.46
SN 2008ax	14.4882839567	0	0	13.91	0.04	0	0	0	0	2.74413704763	0.0	8.46
SN 2008ax	19.6052724223	0	0	13.72	0.04	0	0	0	0	1.40783165039	0.0	8.46
SN 2008ax	24.8992600297	0	0	13.76	0.04	0	0	0	0	0.875042174991	0.0	8.46
SN 2008ax	33.8579778821	0	0	14.41	0.05	0	0	0	0	1.04259573026	0.0	8.46
SN 2008ax	39.1940677485	0	0	14.84	0.05	0	0	0	0	0.927665284086	0.0	8.46
SN 2008ax	46.2651779875	0	0	15.09	0.05	0	0	0	0	1.3845363038	0.0	8.46
SN 2008ax	50.2656365188	0	0	15.22	0.05	0	0	0	0	1.02962993229	0.0	8.46
