Name	Date	B	B Error	V	V Error	R	R Error	I	I Error	RadioFlux	RadioFlux Error	RadioFreq
SN 2004et	15.1991108295	0	0	0	0	12.27	0.013	0	0	0.137206200282	0.0	5.0
SN 2004et	20.1927191617	0	0	0	0	12.16	0.027	0	0	0.495392577174	0.0	5.0
SN 2004et	25.143915033	0	0	0	0	12.24	0.021	0	0	0.654879832411	0.0	5.0
SN 2004et	27.2310843276	0	0	0	0	12.23	0.03	0	0	1.55567614393	0.0	5.0
SN 2004et	30.0853437725	0	0	0	0	12.21	0.036	0	0	0.712074203125	0.0	5.0
SN 2004et	26.9609959229	0	0	0	0	12.25	0.014	0	0	0.745980152349	0.0	5.0
SN 2004et	42.2222259519	0	0	0	0	12.32	0.009	0	0	2.38658978686	0.0	5.0
SN 2004et	57.2236765935	0	0	0	0	12.37	0.012	0	0	2.13448412579	0.0	5.0
SN 2004et	72.328150399	0	0	0	0	12.41	0.005	0	0	1.62975083462	0.0	5.0
